team,opponent,goals_for,goals_against,xg_for,xg_against,shots_for,shots_against,penalty_minutes,home,win,loss,goal_diff,xg_diff
singapore,usa,2,0,3.3373000000000004,3.3486000000000002,27,28,10,1,1,0,2,-0.011299999999999866
canada,thailand,3,2,3.1710000000000003,3.2418,31,22,14,1,1,0,1,-0.07079999999999975
morocco,indonesia,1,4,2.8938,2.0594,27,25,8,1,0,1,-3,0.8344
morocco,peru,4,2,2.8173,3.6766,26,30,14,1,1,0,2,-0.8593000000000002
uae,rwanda,4,3,5.2479,2.5331,35,27,15,1,1,0,1,2.7147999999999994
mexico,india,1,2,2.6555,2.3623000000000003,25,28,18,1,0,1,-1,0.2931999999999997
indonesia,ethiopia,3,6,4.0235,2.3354,38,21,14,1,0,1,-3,1.6881000000000004
south_korea,guatemala,3,7,3.8036000000000003,3.3714,36,29,20,1,0,1,-4,0.43220000000000036
germany,mongolia,7,5,4.2274,2.2963,31,24,10,1,1,0,2,1.9311000000000003
china,france,7,6,4.4421,3.4589,33,30,24,1,1,0,1,0.9832000000000001
uk,iceland,1,2,2.9646,2.7041,25,24,12,1,0,1,-1,0.26049999999999995
oman,panama,7,2,3.2437,2.8394,28,26,10,1,1,0,5,0.4043000000000001
pakistan,saudi_arabia,3,1,2.7713,1.6945000000000001,25,15,20,1,1,0,2,1.0768
peru,serbia,5,6,4.0969999999999995,4.3952,42,40,14,1,0,1,-1,-0.29820000000000046
new_zealand,netherlands,2,0,1.5705,3.7451,15,28,26,1,1,0,2,-2.1746
brazil,philippines,1,4,3.1281,1.9272,25,23,14,1,0,1,-3,1.2008999999999999
serbia,kazakhstan,5,1,3.1025,2.9013,27,25,16,1,1,0,4,0.20120000000000005
vietnam,switzerland,2,1,2.5345,2.0353,23,19,6,1,1,0,1,0.4992000000000001
india,saudi_arabia,4,2,2.7513,1.82,27,19,8,1,1,0,2,0.9313
oman,uae,5,4,3.8776,2.8369999999999997,33,23,22,1,1,0,1,1.0406000000000004
panama,kazakhstan,2,3,3.6179,2.165,29,17,16,1,0,1,-1,1.4529
pakistan,guatemala,4,2,3.563,2.208,36,23,6,1,1,0,2,1.355
philippines,serbia,3,2,1.9162000000000001,3.7500999999999998,21,31,8,1,1,0,1,-1.8338999999999996
france,usa,3,0,3.596,1.7559,24,16,10,1,1,0,3,1.8401
mexico,pakistan,1,2,2.7092,2.9556,25,27,26,1,0,1,-1,-0.24639999999999995
brazil,canada,7,4,4.6565,1.5866,35,19,12,1,1,0,3,3.0699000000000005
iceland,switzerland,7,1,3.7774,0.9444,32,12,6,1,1,0,6,2.833
uk,rwanda,4,3,4.7965,2.9492000000000003,38,28,16,1,1,0,1,1.8472999999999997
netherlands,indonesia,2,1,2.6133,2.0378,26,23,14,1,1,0,1,0.5755000000000003
mexico,south_korea,4,0,2.3731,1.7237,21,18,14,1,1,0,4,0.6494
new_zealand,morocco,5,2,3.7612,1.3256999999999999,34,14,8,1,1,0,3,2.4355
peru,singapore,7,3,4.3651,3.2345,38,30,6,1,1,0,4,1.1305999999999998
philippines,thailand,4,5,2.5275,2.6694,27,22,8,1,0,1,-1,-0.14190000000000014
mongolia,guatemala,1,2,2.2592,3.9669,28,39,16,1,0,1,-1,-1.7077
pakistan,mexico,6,0,4.5464,1.9651999999999998,33,18,16,1,1,0,6,2.5812000000000004
mexico,brazil,1,6,2.7186999999999997,3.2121000000000004,28,27,14,1,0,1,-5,-0.4934000000000007
brazil,new_zealand,3,2,3.3454,3.5941,26,30,30,1,1,0,1,-0.24869999999999992
ethiopia,oman,7,3,4.806,3.9402,33,37,13,1,1,0,4,0.8658000000000001
new_zealand,peru,2,1,2.0691,2.893,20,23,12,1,1,0,1,-0.8238999999999996
panama,china,1,4,2.4669000000000003,3.6477,22,32,12,1,0,1,-3,-1.1807999999999996
serbia,usa,7,2,4.300599999999999,1.9691999999999998,34,21,10,1,1,0,5,2.3313999999999995
canada,morocco,4,0,4.865399999999999,2.0136,44,23,4,1,1,0,4,2.8517999999999994
iceland,kazakhstan,2,1,2.8505,2.1149,26,22,12,1,1,0,1,0.7355999999999998
indonesia,germany,4,2,3.2008,2.4301,25,19,14,1,1,0,2,0.7707000000000002
vietnam,saudi_arabia,5,2,2.7883,3.5167,27,27,10,1,1,0,3,-0.7284000000000002
switzerland,france,2,0,1.2708,2.4745,13,24,14,1,1,0,2,-1.2037
netherlands,south_korea,5,4,4.2459999999999996,2.3279,29,29,4,1,1,0,1,1.9180999999999995
philippines,rwanda,4,0,2.5223,2.9265999999999996,26,26,10,1,1,0,4,-0.40429999999999966
uk,uae,1,3,3.0211,2.1164,21,19,12,1,0,1,-2,0.9047000000000001
brazil,rwanda,3,0,2.4804,1.9921,18,24,12,1,1,0,3,0.48829999999999996
india,singapore,3,4,3.7095,4.8877,37,48,12,1,0,1,-1,-1.1782
saudi_arabia,uk,5,4,4.4168,2.7782,32,25,10,1,1,0,1,1.6386000000000003
vietnam,china,3,5,4.3604,3.2683,34,25,12,1,0,1,-2,1.0921000000000003
france,switzerland,4,3,2.8584,1.9225,24,23,4,1,1,0,1,0.9359
kazakhstan,india,1,2,3.9229000000000003,2.3593,35,26,4,1,0,1,-1,1.5636
mongolia,ethiopia,2,6,2.2509,3.2625,26,31,10,1,0,1,-4,-1.0116
oman,netherlands,1,3,1.6708,2.7207,16,25,22,1,0,1,-2,-1.0498999999999998
panama,canada,4,5,3.0571,3.7975000000000003,27,32,16,1,0,1,-1,-0.7404000000000002
guatemala,singapore,2,3,4.0120000000000005,2.0254,33,21,12,1,0,1,-1,1.9866000000000006
oman,india,1,4,2.5179,1.8717,23,18,9,1,0,1,-3,0.6462000000000001
iceland,uae,2,3,3.2652,2.9983000000000004,28,27,24,1,0,1,-1,0.2668999999999997
new_zealand,thailand,1,2,1.8622,3.1083,21,23,14,1,0,1,-1,-1.2460999999999998
philippines,rwanda,4,1,3.1452,2.575,28,25,14,1,1,0,3,0.5701999999999998
china,mexico,3,4,2.7252,2.7602,25,26,17,1,0,1,-1,-0.03500000000000014
indonesia,saudi_arabia,2,3,2.1599,2.5393,21,26,6,1,0,1,-1,-0.37939999999999996
ethiopia,brazil,1,3,2.7948999999999997,3.163,30,30,6,1,0,1,-2,-0.3681000000000001
kazakhstan,singapore,1,3,2.1752000000000002,2.5232,20,21,4,1,0,1,-2,-0.34799999999999986
india,south_korea,3,6,2.4907,3.5297,20,35,18,1,0,1,-3,-1.0390000000000001
morocco,vietnam,5,3,4.2935,2.1705,36,23,14,1,1,0,2,2.1229999999999998
guatemala,usa,6,2,3.9877,2.4292,34,34,8,1,1,0,4,1.5585
uk,vietnam,4,5,3.8033,2.9291,29,28,18,1,0,1,-1,0.8742000000000001
peru,pakistan,2,3,3.0736,3.9513,28,33,18,1,0,1,-1,-0.8776999999999999
panama,france,5,0,2.9765,2.6001,21,24,8,1,1,0,5,0.3764000000000003
oman,canada,2,3,2.6681999999999997,1.9947,23,20,4,1,0,1,-1,0.6734999999999998
uk,iceland,2,0,3.2777999999999996,3.751,27,34,6,1,1,0,2,-0.4732000000000003
germany,uae,2,6,1.4814,3.3817,14,31,16,1,0,1,-4,-1.9002999999999999
mongolia,serbia,1,2,2.9834,3.5492,35,32,14,1,0,1,-1,-0.5657999999999999
switzerland,netherlands,0,2,1.7052,2.6894,18,24,12,1,0,1,-2,-0.9842
china,india,4,1,3.3621999999999996,2.0683,29,24,8,1,1,0,3,1.2938999999999998
saudi_arabia,morocco,4,0,2.3729,2.7426,25,29,10,1,1,0,4,-0.3696999999999999
mexico,rwanda,4,3,2.8487,2.2127,29,24,10,1,1,0,1,0.6360000000000001
thailand,france,5,4,3.1379,4.1225,23,31,16,1,1,0,1,-0.9845999999999995
uae,serbia,2,1,2.4453,2.0307,26,22,10,1,1,0,1,0.4146000000000001
panama,pakistan,3,4,3.2525,2.4871,26,22,10,1,0,1,-1,0.7654000000000001
canada,ethiopia,2,4,2.5682,3.7757,25,31,12,1,0,1,-2,-1.2075
guatemala,philippines,3,2,3.1435999999999997,2.2884,27,32,10,1,1,0,1,0.8551999999999995
germany,usa,3,7,3.9229000000000003,3.9954,33,33,12,1,0,1,-4,-0.07249999999999979
brazil,oman,2,1,4.1721,2.5872,28,28,10,1,1,0,1,1.5849000000000002
south_korea,indonesia,3,7,2.2328,3.4256,23,33,16,1,0,1,-4,-1.1928
france,uk,5,3,3.5366,3.3006,28,28,10,1,1,0,2,0.23599999999999977
thailand,iceland,5,1,3.6693,2.904,32,26,18,1,1,0,4,0.7652999999999999
new_zealand,switzerland,3,2,2.5506,4.6888000000000005,18,34,20,1,1,0,1,-2.1382000000000003
philippines,peru,1,0,2.9396,2.1473,29,20,4,1,1,0,1,0.7923
kazakhstan,vietnam,2,1,5.7669,3.031,45,27,12,1,1,0,1,2.7358999999999996
singapore,mongolia,3,4,3.6531000000000002,3.3802,27,36,8,1,0,1,-1,0.27290000000000036
peru,netherlands,1,2,2.936,2.3372,31,23,21,1,0,1,-1,0.5987999999999998
serbia,south_korea,4,1,2.7184,2.6442,25,31,2,1,1,0,3,0.07419999999999982
kazakhstan,saudi_arabia,2,1,1.6976000000000002,2.4847,15,21,4,1,1,0,1,-0.7870999999999999
thailand,morocco,6,1,3.2072,2.2519,30,24,22,1,1,0,5,0.9552999999999998
rwanda,peru,2,4,2.1867,3.5465999999999998,20,33,24,1,0,1,-2,-1.3598999999999997
pakistan,iceland,0,5,2.8982,2.3304,24,20,18,1,0,1,-5,0.5678000000000001
panama,uk,4,5,3.4339,3.2557,26,30,6,1,0,1,-1,0.17819999999999991
new_zealand,switzerland,6,3,2.3417,3.2215,21,28,16,1,1,0,3,-0.8797999999999999
india,vietnam,4,3,3.5978,2.211,31,22,10,1,1,0,1,1.3868
canada,china,1,4,3.5139,2.6961999999999997,37,21,12,1,0,1,-3,0.8177000000000003
vietnam,indonesia,3,5,3.8434,3.7832,32,34,8,1,0,1,-2,0.06020000000000003
philippines,germany,2,3,3.1042,3.8101,31,31,20,1,0,1,-1,-0.7058999999999997
brazil,ethiopia,6,3,4.1467,3.3205,33,35,12,1,1,0,3,0.8262
usa,india,4,3,2.5624000000000002,2.9802,24,26,20,1,1,0,1,-0.4177999999999997
oman,mongolia,2,3,4.2196,2.4951,32,23,6,1,0,1,-1,1.7245
uae,guatemala,3,2,2.9905,3.8059000000000003,27,35,17,1,1,0,1,-0.8154000000000003
netherlands,mexico,3,2,2.9057,3.5212,27,40,12,1,1,0,1,-0.6154999999999999
singapore,france,2,1,3.5197000000000003,2.9097,25,25,14,1,1,0,1,0.6100000000000003
germany,thailand,3,4,4.299799999999999,3.9891,34,29,18,1,0,1,-1,0.3106999999999993
saudi_arabia,canada,3,2,3.1115,2.6092,28,26,10,1,1,0,1,0.5023
canada,oman,3,4,3.2208,3.4375,24,28,8,1,0,1,-1,-0.2166999999999999
saudi_arabia,pakistan,1,4,2.7008,3.0368,21,30,8,1,0,1,-3,-0.33599999999999985
kazakhstan,serbia,4,2,2.6997,3.1984,27,28,14,1,1,0,2,-0.4986999999999999
rwanda,ethiopia,3,4,3.2561,2.8632,27,23,8,1,0,1,-1,0.3929
mongolia,singapore,7,3,3.9680000000000004,2.4184,36,23,4,1,1,0,4,1.5496000000000003
peru,indonesia,2,3,2.6074,2.6575,25,25,16,1,0,1,-1,-0.05010000000000003
morocco,china,1,0,2.3291,2.6563,28,29,2,1,1,0,1,-0.32719999999999994
panama,guatemala,5,6,3.7024,3.2145,32,32,16,1,0,1,-1,0.4878999999999998
india,usa,2,0,3.2500999999999998,1.538,28,15,10,1,1,0,2,1.7120999999999997
south_korea,philippines,4,3,5.1832,2.8085,47,27,24,1,1,0,1,2.3747000000000003
france,morocco,3,2,3.4075,3.0509,31,27,18,1,1,0,1,0.35660000000000025
germany,iceland,5,4,2.9139,3.0934,27,26,8,1,1,0,1,-0.1795
mexico,iceland,4,2,4.2481,1.7979,34,19,4,1,1,0,2,2.4501999999999997
switzerland,new_zealand,4,3,3.7707,4.9784999999999995,38,44,28,1,1,0,1,-1.2077999999999993
netherlands,vietnam,2,3,3.6823,1.9585000000000001,28,23,8,1,0,1,-1,1.7238
switzerland,iceland,0,1,2.2958000000000003,2.4045,20,24,8,1,0,1,-1,-0.1086999999999998
philippines,netherlands,3,2,2.3075,1.8174,27,16,16,1,1,0,1,0.4901000000000002
china,uae,2,0,2.4751,2.4989,24,23,14,1,1,0,2,-0.023800000000000043
thailand,brazil,3,6,3.7417999999999996,2.8873,33,25,16,1,0,1,-3,0.8544999999999994
usa,india,4,3,4.1051,3.6565,31,34,18,1,1,0,1,0.44860000000000033
serbia,guatemala,1,6,3.1249000000000002,2.4396,35,26,24,1,0,1,-5,0.6853000000000002
india,usa,5,4,2.9416,3.3559,28,32,18,1,1,0,1,-0.4142999999999999
serbia,pakistan,5,1,3.1109,2.8301,27,29,8,1,1,0,4,0.28080000000000016
germany,china,2,3,2.3107,3.8446000000000002,19,30,6,1,0,1,-1,-1.5339
peru,mexico,1,2,2.2736,2.0703,24,21,10,1,0,1,-1,0.20330000000000004
pakistan,uae,4,0,2.9742,1.9813,29,19,20,1,1,0,4,0.9929000000000001
guatemala,netherlands,4,0,2.3145,2.505,25,30,10,1,1,0,4,-0.1905000000000001
france,thailand,2,1,2.8247999999999998,2.2197,27,17,8,1,1,0,1,0.6050999999999997
saudi_arabia,rwanda,4,2,3.867,2.7359,30,26,12,1,1,0,2,1.1311
ethiopia,uk,1,6,3.0923,3.0854999999999997,27,25,22,1,0,1,-5,0.006800000000000139
kazakhstan,south_korea,5,0,4.1695,1.3887,35,13,6,1,1,0,5,2.7808
oman,morocco,6,5,3.3498,3.2666999999999997,30,32,18,1,1,0,1,0.0831000000000004
philippines,indonesia,4,3,3.3724,2.5261,28,25,12,1,1,0,1,0.8462999999999998
ethiopia,mongolia,2,1,3.0645,2.0284999999999997,28,24,8,1,1,0,1,1.036
singapore,new_zealand,6,1,4.9532,3.2443999999999997,35,30,16,1,1,0,5,1.7088
serbia,panama,4,5,3.0437,3.7805999999999997,29,34,10,1,0,1,-1,-0.7368999999999999
canada,iceland,3,7,3.9868,3.55,34,32,14,1,0,1,-4,0.4368000000000003
switzerland,vietnam,1,0,3.4053,2.1896,27,22,8,1,1,0,1,1.2157
mongolia,brazil,3,4,2.9786,2.1799,32,15,26,1,0,1,-1,0.7987000000000002
rwanda,saudi_arabia,6,0,2.8146,1.8239,29,16,12,1,1,0,6,0.9906999999999999
germany,thailand,3,4,2.9486,3.6186,28,28,8,1,0,1,-1,-0.6699999999999999
france,china,1,2,3.4705,2.6376999999999997,30,24,4,1,0,1,-1,0.8328000000000002
ethiopia,pakistan,2,3,3.9555,3.7580999999999998,34,36,18,1,0,1,-1,0.19740000000000002
indonesia,brazil,3,4,2.1241,2.4152,23,22,6,1,0,1,-1,-0.29110000000000014
uae,usa,4,3,2.4256,3.075,25,28,16,1,1,0,1,-0.6494
peru,uae,0,1,3.652,2.0852,33,21,8,1,0,1,-1,1.5668000000000002
mexico,serbia,2,1,3.9560999999999997,3.231,35,36,8,1,1,0,1,0.7250999999999999
new_zealand,india,0,2,4.3979,1.8871,37,19,8,1,0,1,-2,2.5107999999999997
canada,mongolia,2,1,2.1998,2.3226,21,27,12,1,1,0,1,-0.1227999999999998
netherlands,usa,7,3,6.4725,1.5973000000000002,40,18,6,1,1,0,4,4.8751999999999995
singapore,kazakhstan,5,2,3.0717,3.2418,27,34,8,1,1,0,3,-0.17010000000000014
guatemala,vietnam,2,3,2.4452,2.5019,20,28,12,1,0,1,-1,-0.056700000000000195
iceland,south_korea,8,2,5.439,1.6396,37,18,6,1,1,0,6,3.7994000000000003
philippines,panama,5,6,2.0289,4.2474,23,35,14,1,0,1,-1,-2.2184999999999997
morocco,oman,4,0,3.5059,1.8033000000000001,31,23,8,1,1,0,4,1.7026
oman,new_zealand,2,1,2.3993,3.5362,21,26,20,1,1,0,1,-1.1368999999999998
switzerland,uk,2,0,2.4679,2.7894,24,23,12,1,1,0,2,-0.3214999999999999
india,france,4,2,3.3458,3.0723000000000003,30,31,4,1,1,0,2,0.27349999999999985
china,philippines,4,0,3.8232,1.7106,32,20,6,1,1,0,4,2.1126
new_zealand,peru,0,4,1.8833,2.6502,19,24,14,1,0,1,-4,-0.7668999999999999
saudi_arabia,vietnam,0,1,2.5715,3.0850999999999997,21,29,16,1,0,1,-1,-0.5135999999999998
morocco,netherlands,5,4,3.6181,3.1845,37,32,6,1,1,0,1,0.4336000000000002
rwanda,south_korea,2,3,2.7139,3.8026,23,30,20,1,0,1,-1,-1.0886999999999998
iceland,ethiopia,0,3,3.1789,2.213,32,23,10,1,0,1,-3,0.9659
uk,switzerland,5,1,3.7244,1.6054,30,19,8,1,1,0,4,2.119
pakistan,mongolia,5,0,3.3201,1.5301,29,19,12,1,1,0,5,1.79
brazil,uk,1,0,2.3157,3.3295,18,32,8,1,1,0,1,-1.0137999999999998
thailand,serbia,3,1,4.1261,2.7911,37,25,12,1,1,0,2,1.335
panama,usa,6,1,2.9585,1.9467999999999999,23,15,16,1,1,0,5,1.0117
brazil,guatemala,3,2,3.373,2.0723,31,22,18,1,1,0,1,1.3007000000000004
mexico,indonesia,1,3,2.8215,2.2965999999999998,26,22,12,1,0,1,-2,0.5249000000000001
uae,singapore,1,4,3.2648,2.3744,25,21,14,1,0,1,-3,0.8904000000000001
oman,kazakhstan,4,3,4.5285,3.6954,36,30,32,1,1,0,1,0.8331000000000004
canada,germany,2,3,2.324,1.6838,19,15,9,1,0,1,-1,0.6401999999999999
rwanda,morocco,5,3,2.838,3.2036,26,35,20,1,1,0,2,-0.3655999999999997
peru,vietnam,4,0,2.5224,1.345,23,16,6,1,1,0,4,1.1774000000000002
thailand,mongolia,1,2,3.267,2.3616,21,22,22,1,0,1,-1,0.9053999999999998
guatemala,rwanda,3,1,3.1877,2.5611,27,25,18,1,1,0,2,0.6265999999999998
iceland,usa,2,3,2.643,3.4806999999999997,22,36,14,1,0,1,-1,-0.8376999999999999
saudi_arabia,ethiopia,3,2,3.1295,2.8939,27,29,12,1,1,0,1,0.23560000000000025
indonesia,china,2,3,3.8886000000000003,3.7605000000000004,40,31,12,1,0,1,-1,0.12809999999999988
uk,mexico,5,2,3.144,4.4326,29,39,8,1,1,0,3,-1.2885999999999997
kazakhstan,india,2,3,2.3061,2.5155000000000003,26,24,14,1,0,1,-1,-0.20940000000000047
france,south_korea,4,3,3.0114,2.5624000000000002,26,21,12,1,1,0,1,0.44899999999999984
guatemala,oman,4,3,3.3118,3.5897,29,34,20,1,1,0,1,-0.27790000000000026
pakistan,germany,3,1,3.1545,2.4274,25,20,12,1,1,0,2,0.7271000000000001
panama,new_zealand,2,1,2.6637,3.0373,24,28,6,1,1,0,1,-0.37360000000000015
canada,philippines,0,1,2.464,2.7747,23,27,10,1,0,1,-1,-0.3107000000000002
kazakhstan,morocco,6,5,2.5223,2.4802,28,24,12,1,1,0,1,0.042100000000000026
brazil,serbia,3,1,3.0917000000000003,3.8097999999999996,27,29,22,1,1,0,2,-0.7180999999999993
singapore,switzerland,8,2,4.5704,3.1473,35,31,16,1,1,0,6,1.4231000000000003
uae,netherlands,2,1,3.0571,2.6323,30,26,19,1,1,0,1,0.4248000000000003
thailand,new_zealand,5,3,3.1774,3.0252,22,30,8,1,1,0,2,0.1522000000000001
morocco,kazakhstan,4,3,3.2594000000000003,2.2093,27,26,12,1,1,0,1,1.0501000000000005
rwanda,ethiopia,2,5,3.5613,3.0189000000000004,32,27,16,1,0,1,-3,0.5423999999999998
uae,saudi_arabia,1,2,2.12,2.0069,20,22,15,1,0,1,-1,0.1131000000000002
pakistan,france,2,3,3.2012,2.3317,24,19,14,1,0,1,-1,0.8694999999999999
switzerland,singapore,3,2,3.2851,3.0572,34,31,16,1,1,0,1,0.2279
peru,iceland,6,3,3.4101,3.3434,28,30,14,1,1,0,3,0.06669999999999998
switzerland,indonesia,3,4,2.4529,1.9003,30,20,10,1,0,1,-1,0.5526
oman,south_korea,5,4,3.6117,3.2446,30,33,12,1,1,0,1,0.36709999999999976
china,mongolia,0,1,2.8176,2.2573,22,27,12,1,0,1,-1,0.5603000000000002
guatemala,brazil,3,2,3.1683,4.3628,34,40,14,1,1,0,1,-1.1945000000000001
philippines,vietnam,0,4,1.8754,2.9801,18,28,14,1,0,1,-4,-1.1047000000000002
mexico,serbia,1,5,3.2704,3.6952,32,37,14,1,0,1,-4,-0.42479999999999984
canada,usa,5,4,4.1659999999999995,2.9464,37,26,6,1,1,0,1,1.2195999999999994
netherlands,indonesia,1,0,1.6891,1.7716,16,19,14,1,1,0,1,-0.08250000000000002
panama,india,3,2,2.5187,3.1611,26,31,10,1,1,0,1,-0.6423999999999999
uk,germany,7,2,3.6304,1.3323,27,13,2,1,1,0,5,2.2981
rwanda,brazil,5,6,4.4714,3.3545,43,26,17,1,0,1,-1,1.1169000000000002
netherlands,singapore,4,2,4.2118,2.5566,36,25,16,1,1,0,2,1.6552000000000002
saudi_arabia,mexico,2,3,2.6489,3.891,25,34,14,1,0,1,-1,-1.2421000000000002
philippines,guatemala,1,0,2.1111,3.7931,26,32,16,1,1,0,1,-1.682
china,indonesia,1,3,3.5907,2.5376,28,32,16,1,0,1,-2,1.0531000000000001
france,india,0,3,2.0599,3.0215,21,22,16,1,0,1,-3,-0.9616000000000002
south_korea,serbia,1,4,2.9377999999999997,4.9805,31,37,24,1,0,1,-3,-2.0427000000000004
ethiopia,mongolia,5,1,2.729,1.3734,27,19,10,1,1,0,4,1.3556000000000001
panama,oman,4,3,4.2234,3.5795,33,30,10,1,1,0,1,0.6438999999999999
singapore,morocco,5,4,3.265,4.9094999999999995,32,43,20,1,1,0,1,-1.6444999999999994
peru,uk,3,2,3.0616,2.9609,27,29,12,1,1,0,1,0.10069999999999979
canada,netherlands,1,5,2.9596,3.6623,26,26,24,1,0,1,-4,-0.7027000000000001
peru,iceland,4,3,4.8049,2.3901000000000003,42,26,12,1,1,0,1,2.4147999999999996
mexico,south_korea,3,2,4.0512,2.2328,32,22,14,1,1,0,1,1.8183999999999996
new_zealand,usa,5,0,3.6523,2.692,32,24,13,1,1,0,5,0.9602999999999997
iceland,switzerland,2,1,2.8726,2.2574,29,28,12,1,1,0,1,0.6151999999999997
thailand,germany,2,4,2.763,2.5771,21,24,20,1,0,1,-2,0.18589999999999973
vietnam,pakistan,4,3,3.7083999999999997,3.3357,29,27,10,1,1,0,1,0.3726999999999996
uae,kazakhstan,0,1,1.9653999999999998,1.3655000000000002,18,15,12,1,0,1,-1,0.5998999999999997
kazakhstan,uae,3,6,2.6772,3.2803,30,27,20,1,0,1,-3,-0.6031
vietnam,oman,4,3,2.5566,3.4582,23,29,6,1,1,0,1,-0.9016000000000002
panama,singapore,8,3,6.2626,3.064,41,28,16,1,1,0,5,3.1986
canada,indonesia,0,1,2.0789,2.7591,20,30,12,1,0,1,-1,-0.6802000000000001
saudi_arabia,new_zealand,5,1,2.9937,2.3918,24,26,2,1,1,0,4,0.6019000000000001
uk,thailand,4,1,2.7761,2.9684999999999997,22,25,6,1,1,0,3,-0.19239999999999968
switzerland,south_korea,2,3,2.3479,3.1815,24,25,20,1,0,1,-1,-0.8336000000000001
netherlands,france,0,2,1.6994,2.1021,15,22,8,1,0,1,-2,-0.40270000000000006
ethiopia,guatemala,3,2,2.8534,3.2926,31,32,10,1,1,0,1,-0.43920000000000003
germany,brazil,2,6,1.7247999999999999,3.8768,19,30,16,1,0,1,-4,-2.152
uk,peru,2,3,3.8296,4.2378,29,37,12,1,0,1,-1,-0.4081999999999999
india,mexico,2,1,2.897,3.401,34,32,12,1,1,0,1,-0.504
thailand,serbia,5,4,3.2055,4.0761,30,33,14,1,1,0,1,-0.8706000000000005
saudi_arabia,indonesia,2,1,3.7575000000000003,4.2124999999999995,35,37,29,1,1,0,1,-0.4549999999999992
india,uk,6,3,3.8836,2.511,38,24,4,1,1,0,3,1.3725999999999998
rwanda,france,3,0,2.4854000000000003,3.5354,24,29,20,1,1,0,3,-1.0499999999999998
pakistan,new_zealand,6,3,5.3972,1.702,39,16,6,1,1,0,3,3.6952
germany,south_korea,5,4,3.2492,2.5202999999999998,29,21,6,1,1,0,1,0.7289000000000003
kazakhstan,china,1,2,2.364,1.9755,25,17,4,1,0,1,-1,0.38849999999999985
ethiopia,iceland,3,2,2.9888,2.4332,27,25,14,1,1,0,1,0.5556000000000001
oman,pakistan,3,5,2.9782,5.744199999999999,25,43,33,1,0,1,-2,-2.765999999999999
netherlands,new_zealand,2,3,2.7296,2.3725,27,26,17,1,0,1,-1,0.3571
philippines,panama,1,2,3.3605,2.5903,30,29,2,1,0,1,-1,0.7702
usa,vietnam,2,3,2.8922,2.1642,23,22,19,1,0,1,-1,0.7279999999999998
brazil,mexico,1,4,2.8517,2.2670999999999997,26,23,10,1,0,1,-3,0.5846000000000005
morocco,guatemala,3,4,2.1125,3.4834,25,36,18,1,0,1,-1,-1.3709000000000002
canada,mongolia,4,0,3.6536999999999997,1.3021,31,14,10,1,1,0,4,2.3515999999999995
oman,ethiopia,2,1,3.0274,3.0988,28,23,30,1,1,0,1,-0.07140000000000013
uae,singapore,0,3,2.3442,2.6271999999999998,22,24,12,1,0,1,-3,-0.2829999999999999
saudi_arabia,france,3,1,2.2813,2.1004,20,20,16,1,1,0,2,0.18089999999999984
usa,serbia,6,4,3.7286,4.042,35,34,22,1,1,0,2,-0.3133999999999997
mongolia,vietnam,2,3,2.3004,2.6189,24,24,19,1,0,1,-1,-0.3185000000000002
india,peru,1,5,4.6717,1.4968,40,18,4,1,0,1,-4,3.1749000000000005
south_korea,rwanda,6,1,4.0564,2.1498,32,20,12,1,1,0,5,1.9066
ethiopia,mexico,5,4,3.8587,3.6055,31,30,12,1,1,0,1,0.25319999999999965
uae,panama,2,3,2.2121,4.2981,23,39,16,1,0,1,-1,-2.086
indonesia,philippines,1,6,2.038,2.5016,23,25,10,1,0,1,-5,-0.4636
brazil,switzerland,3,2,4.0999,2.9881,32,36,12,1,1,0,1,1.1117999999999997
iceland,saudi_arabia,3,4,3.4536,2.6107,30,26,10,1,0,1,-1,0.8428999999999998
guatemala,china,6,0,3.1043,2.0647,31,22,6,1,1,0,6,1.0395999999999996
oman,netherlands,0,2,2.7592,1.6392,27,16,6,1,0,1,-2,1.1199999999999999
morocco,iceland,3,4,3.3988,2.0473,27,23,6,1,0,1,-1,1.3515000000000001
pakistan,thailand,4,3,3.6174999999999997,3.1484,31,27,16,1,1,0,1,0.46909999999999963
new_zealand,singapore,3,2,4.2036999999999995,3.6412,39,34,12,1,1,0,1,0.5624999999999996
germany,uk,4,1,2.9541,2.7475,25,23,8,1,1,0,3,0.2065999999999999
guatemala,saudi_arabia,0,2,3.6294,2.1673999999999998,31,22,14,1,0,1,-2,1.4620000000000002
serbia,vietnam,4,3,5.7572,4.6318,47,48,23,1,1,0,1,1.1254
thailand,philippines,5,0,2.768,2.0236,24,24,12,1,1,0,5,0.7443999999999997
rwanda,india,2,3,2.4186,1.482,24,20,6,1,0,1,-1,0.9366000000000001
france,morocco,4,5,4.2088,6.3128,43,57,18,1,0,1,-1,-2.104
morocco,pakistan,7,6,3.7706,3.0878,30,31,10,1,1,0,1,0.6827999999999999
south_korea,panama,3,5,2.3984,3.1760999999999995,24,25,15,1,0,1,-2,-0.7776999999999994
new_zealand,iceland,0,2,3.7617999999999996,2.5393,33,21,10,1,0,1,-2,1.2224999999999997
germany,mongolia,5,4,5.0524000000000004,1.7792999999999999,41,19,10,1,1,0,1,3.2731000000000003
netherlands,ethiopia,4,1,3.6414999999999997,1.5316,26,18,8,1,1,0,3,2.1098999999999997
singapore,oman,6,4,6.4507,3.0676,44,25,20,1,1,0,2,3.3831
